time_s,frame_id,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,battery_percent,mission_state,safety_status,severity,recommended_action,supervisor_mode,active_response,response_reason,detail
29.0,local_enu,19.0,0.0,20.0,1.0,0.0,0.0,97.94,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
30.0,local_enu,20.0,0.0,20.0,1.0,0.0,0.0,97.87,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
31.0,local_enu,21.0,0.0,20.0,1.0,0.0,0.0,97.8,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
32.0,local_enu,22.0,0.0,20.0,1.0,0.0,0.0,97.74,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
33.0,local_enu,23.0,0.0,20.0,1.0,0.0,0.0,97.67,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
34.0,local_enu,24.0,0.0,20.0,1.0,0.0,0.0,97.6,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
35.0,local_enu,25.0,0.0,20.0,1.0,0.0,0.0,97.54,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
36.0,local_enu,26.0,0.0,20.0,1.0,0.0,0.0,97.47,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
37.0,local_enu,27.0,0.0,20.0,1.0,0.0,0.0,97.4,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
38.0,local_enu,28.0,0.0,20.0,1.0,0.0,0.0,97.33,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
39.0,local_enu,29.0,0.0,20.0,1.0,0.0,0.0,97.27,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
40.0,local_enu,30.0,0.0,20.0,1.0,0.0,0.0,97.2,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
41.0,local_enu,31.0,0.0,20.0,1.0,0.0,0.0,97.13,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
42.0,local_enu,32.0,0.0,20.0,1.0,0.0,0.0,97.07,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
43.0,local_enu,33.0,0.0,20.0,1.0,0.0,0.0,97.0,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
44.0,local_enu,34.0,0.0,20.0,1.0,0.0,0.0,96.93,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
45.0,local_enu,35.0,0.0,20.0,1.0,0.0,0.0,96.87,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
46.0,local_enu,36.0,0.0,20.0,1.0,0.0,0.0,96.8,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
47.0,local_enu,37.0,0.0,20.0,1.0,0.0,0.0,96.73,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
48.0,local_enu,38.0,0.0,20.0,1.0,0.0,0.0,96.66,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
49.0,local_enu,39.0,0.0,20.0,1.0,0.0,0.0,96.6,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
50.0,local_enu,40.0,0.0,20.0,1.0,0.0,0.0,96.53,WAYPOINT_1,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
51.0,local_enu,40.0,1.0,20.0,0.0,1.0,0.0,96.46,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
52.0,local_enu,40.0,2.0,20.0,0.0,1.0,0.0,96.4,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
53.0,local_enu,40.0,3.0,20.0,0.0,1.0,0.0,96.33,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
54.0,local_enu,40.0,4.0,20.0,0.0,1.0,0.0,96.26,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
55.0,local_enu,40.0,5.0,20.0,0.0,1.0,0.0,96.2,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
56.0,local_enu,40.0,6.0,20.0,0.0,1.0,0.0,96.13,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
57.0,local_enu,40.0,7.0,20.0,0.0,1.0,0.0,96.06,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
58.0,local_enu,40.0,8.0,20.0,0.0,1.0,0.0,95.99,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
59.0,local_enu,40.0,9.0,20.0,0.0,1.0,0.0,95.93,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
60.0,local_enu,40.0,10.0,20.0,0.0,1.0,0.0,95.86,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
61.0,local_enu,40.0,11.0,20.0,0.0,1.0,0.0,95.79,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
62.0,local_enu,40.0,12.0,20.0,0.0,1.0,0.0,95.73,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
63.0,local_enu,40.0,13.0,20.0,0.0,1.0,0.0,95.66,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
64.0,local_enu,40.0,14.0,20.0,0.0,1.0,0.0,95.59,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
65.0,local_enu,40.0,15.0,20.0,0.0,1.0,0.0,95.53,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
66.0,local_enu,40.0,16.0,20.0,0.0,1.0,0.0,95.46,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
67.0,local_enu,40.0,17.0,20.0,0.0,1.0,0.0,95.39,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
68.0,local_enu,40.0,18.0,20.0,0.0,1.0,0.0,95.32,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
69.0,local_enu,40.0,19.0,20.0,0.0,1.0,0.0,95.26,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
70.0,local_enu,40.0,20.0,20.0,0.0,1.0,0.0,95.19,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
71.0,local_enu,40.0,21.0,20.0,0.0,1.0,0.0,95.12,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
72.0,local_enu,40.0,22.0,20.0,0.0,1.0,0.0,95.06,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
73.0,local_enu,40.0,23.0,20.0,0.0,1.0,0.0,94.99,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
74.0,local_enu,40.0,24.0,20.0,0.0,1.0,0.0,94.92,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
75.0,local_enu,40.0,25.0,20.0,0.0,1.0,0.0,94.86,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
76.0,local_enu,40.0,26.0,20.0,0.0,1.0,0.0,94.79,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
77.0,local_enu,40.0,27.0,20.0,0.0,1.0,0.0,94.72,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
78.0,local_enu,40.0,28.0,20.0,0.0,1.0,0.0,94.65,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
79.0,local_enu,40.0,29.0,20.0,0.0,1.0,0.0,94.59,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
80.0,local_enu,40.0,30.0,20.0,0.0,1.0,0.0,94.52,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
81.0,local_enu,40.0,31.0,20.0,0.0,1.0,0.0,94.45,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
82.0,local_enu,40.0,32.0,20.0,0.0,1.0,0.0,94.39,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
83.0,local_enu,40.0,33.0,20.0,0.0,1.0,0.0,94.32,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
84.0,local_enu,40.0,34.0,20.0,0.0,1.0,0.0,94.25,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
85.0,local_enu,40.0,35.0,20.0,0.0,1.0,0.0,94.19,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
86.0,local_enu,40.0,36.0,20.0,0.0,1.0,0.0,94.12,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
87.0,local_enu,40.0,37.0,20.0,0.0,1.0,0.0,94.05,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
88.0,local_enu,40.0,38.0,20.0,0.0,1.0,0.0,93.98,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
89.0,local_enu,40.0,39.0,20.0,0.0,1.0,0.0,93.92,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
90.0,local_enu,40.0,40.0,20.0,0.0,1.0,0.0,93.85,WAYPOINT_2,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
91.0,local_enu,39.0,40.0,20.0,-1.0,0.0,0.0,93.78,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
92.0,local_enu,38.0,40.0,20.0,-1.0,0.0,0.0,93.72,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
93.0,local_enu,37.0,40.0,20.0,-1.0,0.0,0.0,93.65,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
94.0,local_enu,36.0,40.0,20.0,-1.0,0.0,0.0,93.58,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
95.0,local_enu,35.0,40.0,20.0,-1.0,0.0,0.0,93.52,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
96.0,local_enu,34.0,40.0,20.0,-1.0,0.0,0.0,93.45,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
97.0,local_enu,33.0,40.0,20.0,-1.0,0.0,0.0,93.38,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
98.0,local_enu,32.0,40.0,20.0,-1.0,0.0,0.0,93.31,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
99.0,local_enu,31.0,40.0,20.0,-1.0,0.0,0.0,93.25,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
100.0,local_enu,30.0,40.0,20.0,-1.0,0.0,0.0,93.18,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
101.0,local_enu,29.0,40.0,20.0,-1.0,0.0,0.0,93.11,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
102.0,local_enu,28.0,40.0,20.0,-1.0,0.0,0.0,93.05,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
103.0,local_enu,27.0,40.0,20.0,-1.0,0.0,0.0,92.98,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
104.0,local_enu,26.0,40.0,20.0,-1.0,0.0,0.0,92.91,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
105.0,local_enu,25.0,40.0,20.0,-1.0,0.0,0.0,92.85,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
106.0,local_enu,24.0,40.0,20.0,-1.0,0.0,0.0,92.78,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
107.0,local_enu,23.0,40.0,20.0,-1.0,0.0,0.0,92.71,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
108.0,local_enu,22.0,40.0,20.0,-1.0,0.0,0.0,92.64,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
109.0,local_enu,21.0,40.0,20.0,-1.0,0.0,0.0,92.58,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
110.0,local_enu,20.0,40.0,20.0,-1.0,0.0,0.0,92.51,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
111.0,local_enu,19.0,40.0,20.0,-1.0,0.0,0.0,92.44,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
112.0,local_enu,18.0,40.0,20.0,-1.0,0.0,0.0,92.38,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
113.0,local_enu,17.0,40.0,20.0,-1.0,0.0,0.0,92.31,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
114.0,local_enu,16.0,40.0,20.0,-1.0,0.0,0.0,92.24,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
115.0,local_enu,15.0,40.0,20.0,-1.0,0.0,0.0,92.18,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
116.0,local_enu,14.0,40.0,20.0,-1.0,0.0,0.0,92.11,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
117.0,local_enu,13.0,40.0,20.0,-1.0,0.0,0.0,92.04,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
118.0,local_enu,12.0,40.0,20.0,-1.0,0.0,0.0,91.97,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
119.0,local_enu,11.0,40.0,20.0,-1.0,0.0,0.0,91.91,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
120.0,local_enu,10.0,40.0,20.0,-1.0,0.0,0.0,91.84,WAYPOINT_3,SAFE,INFO,CONTINUE,CONTINUE_MISSION,NONE,No supervisor action active,All monitored constraints satisfied
121.0,local_enu,9.0,40.0,20.0,-1.0,0.0,0.0,91.77,WAYPOINT_3,MISSION_TIMEOUT,CRITICAL,RETURN_TO_HOME,RETURNING_HOME,RETURN_TO_HOME,MISSION_TIMEOUT,Mission time 121.0 s exceeds 120.0 s
121.91,local_enu,8.0,35.56,20.0,-1.1,-4.88,0.0,91.67,RESPONSE_RETURN_HOME,MISSION_TIMEOUT,CRITICAL,RETURN_TO_HOME,RETURNING_HOME,RETURN_TO_HOME,MISSION_TIMEOUT,Mission time 121.9 s exceeds 120.0 s
122.82,local_enu,7.0,31.11,20.0,-1.1,-4.88,0.0,91.56,RESPONSE_RETURN_HOME,MISSION_TIMEOUT,CRITICAL,RETURN_TO_HOME,RETURNING_HOME,RETURN_TO_HOME,MISSION_TIMEOUT,Mission time 122.8 s exceeds 120.0 s
123.73,local_enu,6.0,26.67,20.0,-1.1,-4.88,0.0,91.46,RESPONSE_RETURN_HOME,MISSION_TIMEOUT,CRITICAL,RETURN_TO_HOME,RETURNING_HOME,RETURN_TO_HOME,MISSION_TIMEOUT,Mission time 123.7 s exceeds 120.0 s
124.64,local_enu,5.0,22.22,20.0,-1.1,-4.88,0.0,91.35,RESPONSE_RETURN_HOME,MISSION_TIMEOUT,CRITICAL,RETURN_TO_HOME,RETURNING_HOME,RETURN_TO_HOME,MISSION_TIMEOUT,Mission time 124.6 s exceeds 120.0 s
125.56,local_enu,4.0,17.78,20.0,-1.1,-4.88,0.0,91.25,RESPONSE_RETURN_HOME,MISSION_TIMEOUT,CRITICAL,RETURN_TO_HOME,RETURNING_HOME,RETURN_TO_HOME,MISSION_TIMEOUT,Mission time 125.6 s exceeds 120.0 s
126.47,local_enu,3.0,13.33,20.0,-1.1,-4.88,0.0,91.14,RESPONSE_RETURN_HOME,MISSION_TIMEOUT,CRITICAL,RETURN_TO_HOME,RETURNING_HOME,RETURN_TO_HOME,MISSION_TIMEOUT,Mission time 126.5 s exceeds 120.0 s
127.38,local_enu,2.0,8.89,20.0,-1.1,-4.88,0.0,91.04,RESPONSE_RETURN_HOME,MISSION_TIMEOUT,CRITICAL,RETURN_TO_HOME,RETURNING_HOME,RETURN_TO_HOME,MISSION_TIMEOUT,Mission time 127.4 s exceeds 120.0 s
128.29,local_enu,1.0,4.44,20.0,-1.1,-4.88,0.0,90.93,RESPONSE_RETURN_HOME,MISSION_TIMEOUT,CRITICAL,RETURN_TO_HOME,RETURNING_HOME,RETURN_TO_HOME,MISSION_TIMEOUT,Mission time 128.3 s exceeds 120.0 s
129.2,local_enu,0.0,0.0,20.0,-1.1,-4.88,0.0,90.83,RESPONSE_RETURN_HOME,MISSION_TIMEOUT,CRITICAL,RETURN_TO_HOME,RETURNING_HOME,RETURN_TO_HOME,MISSION_TIMEOUT,Mission time 129.2 s exceeds 120.0 s
130.2,local_enu,0.0,0.0,18.0,0.0,0.0,-2.0,90.75,RESPONSE_LANDING,MISSION_TIMEOUT,CRITICAL,RETURN_TO_HOME,RETURNING_HOME,RETURN_TO_HOME,MISSION_TIMEOUT,Mission time 130.2 s exceeds 120.0 s
131.2,local_enu,0.0,0.0,16.0,0.0,0.0,-2.0,90.67,RESPONSE_LANDING,MISSION_TIMEOUT,CRITICAL,RETURN_TO_HOME,RETURNING_HOME,RETURN_TO_HOME,MISSION_TIMEOUT,Mission time 131.2 s exceeds 120.0 s
132.2,local_enu,0.0,0.0,14.0,0.0,0.0,-2.0,90.59,RESPONSE_LANDING,MISSION_TIMEOUT,CRITICAL,RETURN_TO_HOME,RETURNING_HOME,RETURN_TO_HOME,MISSION_TIMEOUT,Mission time 132.2 s exceeds 120.0 s
